authour,category,date,push,title,url
GuiltyConsci,7, 6/21,2,創作   御姐 紳士嘻哈界 的 嘻 哈戰士,/bbs/Hip-Hop/M.1561131928.A.830.html
KarlMarx,5, 6/22,17,討論   中國 新 說 唱 2019   ep2,/bbs/Hip-Hop/M.1561158810.A.7C4.html
KarlMarx,3, 6/22,11,音樂   Lil   Nas   X   7,/bbs/Hip-Hop/M.1561159277.A.814.html
MrBlue,5, 6/22,22,討論   讓 你 聽 聽 通緝 的 聲音,/bbs/Hip-Hop/M.1561161301.A.86B.html
MF3HD,3, 6/19,10,音樂   美國 空軍釋 出 Trap 單曲 Get   In   Step,/bbs/Hip-Hop/M.1560934101.A.6F5.html
KarlMarx,3, 6/19,6,音樂   派 克特 PACT     叢林 探險 指南,/bbs/Hip-Hop/M.1560953539.A.8FE.html
Wooper,5, 6/19,20,討論   浩哲 怎麼 了,/bbs/Hip-Hop/M.1560959260.A.9E8.html
I830928s,3, 6/20,1,音樂   Gucci   ManeProud   Of   You,/bbs/Hip-Hop/M.1560968104.A.A3D.html
hwdavid,10, 6/20,15,Re   討論   這 就是 街舞   第二季   第五集   觀後感,/bbs/Hip-Hop/M.1560999504.A.B8D.html
subsonic,3, 6/16,23,音樂   那吾克熱 回應 爭議 和 Hater2019   CYPHER,/bbs/Hip-Hop/M.1560662832.A.774.html
frayzzz,3, 6/16,11,音樂   PONY5IBE   X   NEIL   YEN   Big   Ego,/bbs/Hip-Hop/M.1560664965.A.F59.html
jimluvssally,3, 6/16,24,音樂   範例 三 請 你 叫 我 查理 布朗,/bbs/Hip-Hop/M.1560682444.A.22E.html
onioneggss,9, 6/14,1,趣味   EP9 馬 訓茶 餘飯 後 贊助商   當年 熱狗 送 的 鞋,/bbs/Hip-Hop/M.1560480344.A.38E.html
haruaki,3, 6/14,23,音樂   沒 揪   BOJIO   Colbie   王思涵   feat   BG8L,/bbs/Hip-Hop/M.1560487303.A.B22.html
cherrycookie,3, 6/14,12,音樂   GIRIBOY 痛   Ft   Kid   MilliLil   tachi 金勝民 NOELCJAMM,/bbs/Hip-Hop/M.1560500634.A.754.html
s3915823,3, 6/14,3,音樂   LukXouXanDIZZY,/bbs/Hip-Hop/M.1560510024.A.E94.html
henryhuang17,0, 6/14,91,公告   中國 新 說 唱 2019   第一集   集中 討論 串,/bbs/Hip-Hop/M.1560511306.A.0DD.html
onioneggss,3, 6/10,2,音樂   懂伯     單親   南拳 北腿,/bbs/Hip-Hop/M.1560174888.A.512.html
kennyhuang44,7, 6/11,7,創作   反送 中,/bbs/Hip-Hop/M.1560184692.A.995.html
joywilliamjo,10, 6/11,44,Re   討論   為 啥 高爾 宣比 OZI 紅那麼 多,/bbs/Hip-Hop/M.1560186658.A.73E.html
mouse210,3, 6/20,45,音樂   McHotdog   厭世 吉娃娃,/bbs/Hip-Hop/M.1561005323.A.413.html
ssss5566,7, 6/20,6,創作   易四 YveS   a   lot   freestyleremix,/bbs/Hip-Hop/M.1561019602.A.F06.html
wangtinyu,5, 6/20,1,討論   最嘻哈 的 週 四夜 現場   LIVE   直播,/bbs/Hip-Hop/M.1561032359.A.09C.html
MK12,6, 6/16,6,問題   這 就是 街舞   高博 表演 的 歌曲   是 哪首,/bbs/Hip-Hop/M.1560685680.A.E29.html
taimzy0803,5, 6/17,17,討論   熊仔 熊心豹子 膽高雄場,/bbs/Hip-Hop/M.1560708841.A.4C0.html
chubbygreedy,5, 6/17,23,討論   腿 飯 ig 限時,/bbs/Hip-Hop/M.1560716939.A.513.html
chunx2,3, 6/14,1,音樂   麻吉 弟弟   X   婁峻 碩 PlayboyMV,/bbs/Hip-Hop/M.1560511678.A.F66.html
hotdayliu,6, 6/14,6,問題   熊仔   熊心豹子 膽 演唱 會 週邊 Tshirt 給錯 Si,/bbs/Hip-Hop/M.1560525278.A.DCE.html
peterlee7,5, 6/14,57,討論   人生 第一次 演唱 會 就 獻給 熊仔 了,/bbs/Hip-Hop/M.1560525968.A.D4B.html
onioneggss,9, 6/14,1,趣味   EP10   馬 訓   給 自己 的 創作 都 要是 藝術品,/bbs/Hip-Hop/M.1560527726.A.BF6.html
ga52898535,10, 6/11,12,Re   討論   為 啥 高爾 宣比 OZI 紅那麼 多,/bbs/Hip-Hop/M.1560218422.A.0B3.html
drosyo,3, 6/11,5,音樂   Joey   Bada   feat   CJ   Fly     Hardknock,/bbs/Hip-Hop/M.1560252784.A.E5F.html
abc4631023,3, 6/11,1,音樂   艾蜜莉   SWAY   REMIX     feat   翰弟   奎仔,/bbs/Hip-Hop/M.1560252921.A.C4F.html
tieamonk,5, 6/07,9,討論   Old   Town   Road 成功 讓 自閉 症兒童 說 話,/bbs/Hip-Hop/M.1559902945.A.D60.html
joywilliamjo,3, 6/07,4,音樂   Tygalegendary   新 專輯,/bbs/Hip-Hop/M.1559908470.A.0B8.html
yixiang921,5, 6/07,20,討論   DJ   Khaled 和 Tyler   The   Creator 的 Beef,/bbs/Hip-Hop/M.1559917323.A.D6D.html
xrmpc101,11, 6/17,6,黃 明志 社會 大學,/bbs/Hip-Hop/M.1560721009.A.C7A.html
Tim203321,3, 6/17,12,音樂   Marz23   陪 你 失敗   ft 寺 二   MV,/bbs/Hip-Hop/M.1560730389.A.C45.html
trendnomore,3, 6/17,19,音樂   詹士賢     最近 的 我 和 我 在 想 的 事 以及 在意 的 人 事物,/bbs/Hip-Hop/M.1560732372.A.A7A.html
hotdayliu,4, 6/17,9,活動   0714     Thats   My   SHHH   4,/bbs/Hip-Hop/M.1560777510.A.C12.html
KarlMarx,5, 6/15,28,討論   中國 新 說 唱 2019   ep1,/bbs/Hip-Hop/M.1560528496.A.5C0.html
Carter8123,5, 6/15,25,討論   新 說 唱 2019 第一期 唯一 亮點 爆音,/bbs/Hip-Hop/M.1560529320.A.D5D.html
prettybozy,5, 6/15,24,討論   GOSH 是不是 一屆 不如 一屆,/bbs/Hip-Hop/M.1560573374.A.144.html
weezyjr,5, 6/15,20,討論   如何 評價 中國 新 說 唱 年度 20 強,/bbs/Hip-Hop/M.1560600858.A.6A9.html
henryhuang17,5, 6/15,42,討論   熊心豹子 膽高雄 liveware   hosue 場,/bbs/Hip-Hop/M.1560607418.A.ADC.html
yoiverson,10, 6/11,17,Re   討論   為 啥 高爾 宣比 OZI 紅那麼 多,/bbs/Hip-Hop/M.1560258153.A.31A.html
lovedafter,7, 6/11,1,創作   寫給 父母 的   希望 版友 們 會 喜歡,/bbs/Hip-Hop/M.1560266511.A.0E9.html
tieamonk,3, 6/08,2,音樂   Chris   Brown   ft   DrakeNo   Guidance,/bbs/Hip-Hop/M.1559973916.A.ED8.html
bbsbbbbsbb,3, 6/08,2,音樂   光哥 貼 音樂     老學校 金屬 魂   Denzel   Curry,/bbs/Hip-Hop/M.1559977079.A.2E1.html
onioneggss,9, 6/08,1,趣味   從 零開始 饒 人人 有功 練 暑期 特攻 班,/bbs/Hip-Hop/M.1559995881.A.701.html
henryhuang17,9, 6/08,2,趣味   大支 和 黃 明志教 你 如何 成為 一位 饒舌 歌手,/bbs/Hip-Hop/M.1559996398.A.193.html
wsxcdsvv,5, 6/08,4,討論   韓國   Ｈ Ｉ Ｐ － Ｈ Ｏ Ｐ   ４ ８ ４ 越來 越 難 聽,/bbs/Hip-Hop/M.1559999160.A.3BE.html
Bogeenash,3, 6/05,79,音樂   MC   HotDog 新專   廢物   完整 專輯   串流 上架,/bbs/Hip-Hop/M.1559666907.A.64F.html
yixiang921,3, 6/05,62,音樂   MC   HotDog 改變   feat 張震 嶽,/bbs/Hip-Hop/M.1559708270.A.393.html
wu1232875,4, 6/05,15,活動   國蛋 My   Kinda   Night   Concert   Kaohsiung,/bbs/Hip-Hop/M.1559714947.A.52B.html
hannah439,3, 6/05,13,音樂   Jay   ParkGRAYGROUND   Cypher   Feat 金孝,/bbs/Hip-Hop/M.1559729468.A.F7D.html
sclbtlove,3, 6/17,29,音樂   DJ   MRGIN     少年 ㄟ 安 啦  ,/bbs/Hip-Hop/M.1560783720.A.18B.html
whoAU,5, 6/18,26,討論   沒人覺 得 楊 和 蘇 這次 海選 很強 嗎,/bbs/Hip-Hop/M.1560788243.A.BB6.html
Thewayfrom,5, 6/18,7,討論   熊仔 熊心豹子 膽   高雄,/bbs/Hip-Hop/M.1560829491.A.657.html
tony29850135,3, 6/15,24,音樂   DUFEmo   World   專輯,/bbs/Hip-Hop/M.1560608789.A.F9F.html
joywilliamjo,5, 6/15,44,討論   這 就是 街舞   第二季   第五集   觀後感,/bbs/Hip-Hop/M.1560612151.A.1D3.html
godtone0908,3, 6/11,爆,音樂   蛋堡 等待 佛陀,/bbs/Hip-Hop/M.1560268144.A.6F5.html
whoAU,10, 6/12,20,Re   討論   為 啥 高爾 宣比 OZI 紅那麼 多,/bbs/Hip-Hop/M.1560270520.A.183.html
onioneggss,9, 6/12,3,趣味   人人 有功 練喬治 的 音樂 與 生活,/bbs/Hip-Hop/M.1560271080.A.A5F.html
joywilliamjo,5, 6/08,39,討論   這 就是 街舞   第二季   第四集   觀後感,/bbs/Hip-Hop/M.1560002041.A.E7E.html
RickyLeeeee,9, 6/08,X3,趣味   熊仔   x   九妹秀,/bbs/Hip-Hop/M.1560009171.A.773.html
MF3HD,3, 6/09,4,音樂   stu   sis   六月份 推薦 好 歌,/bbs/Hip-Hop/M.1560065454.A.C36.html
chrisgreen,3, 6/09,13,音樂   T 卍 老濕 第壹課 Ⅰ 4PM   FREESTYLE,/bbs/Hip-Hop/M.1560079595.A.5FF.html
foam0406,5, 6/10,59,討論   為 啥 高爾 宣比 OZI 紅那麼 多,/bbs/Hip-Hop/M.1560105463.A.824.html
gustinachen,3, 6/05,7,音樂   JAY   PARK     Ben   Baller,/bbs/Hip-Hop/M.1559731735.A.4E1.html
s3915823,3, 6/05,6,音樂   XouXanRoom   J5,/bbs/Hip-Hop/M.1559733049.A.827.html
mcjoelc247,3, 6/05,2,音樂   褚爺 玩家   Official   MV,/bbs/Hip-Hop/M.1559733605.A.9D8.html
a19951218,4, 6/05,18,活動   Ice   cube 來台,/bbs/Hip-Hop/M.1559738907.A.09E.html
a055342927,7, 6/05,2,創作   ANDRE     FAITH     MV  ,/bbs/Hip-Hop/M.1559746010.A.D9A.html
shane81004,10, 6/05,爆,Re   活動   Ice   cube 來台,/bbs/Hip-Hop/M.1559748079.A.CDC.html
hugh60206,5, 6/02,23,討論   幫 推類 似風格 的 chill     mv,/bbs/Hip-Hop/M.1559447053.A.F1A.html
jamiro0000,3, 6/02,2,音樂   Tom   MacDonald     Sad   Rappers,/bbs/Hip-Hop/M.1559458066.A.A6E.html
k45446123,5, 6/12,25,討論   新 說 唱 第二季 本週 開播,/bbs/Hip-Hop/M.1560318814.A.FA9.html
vic9503,3, 6/13,4,音樂   PEATLE     Broken   world,/bbs/Hip-Hop/M.1560358575.A.B25.html
orange487,5, 6/13,55,討論   求 推薦 跟 政治 社會 議題 有關 的 歌曲,/bbs/Hip-Hop/M.1560403543.A.C10.html
I830928s,3, 6/10,2,音樂   YGstop   snitchin   remix,/bbs/Hip-Hop/M.1560140157.A.FF9.html
joywilliamjo,10, 6/10,8,Re   討論   韓國   Ｈ Ｉ Ｐ － Ｈ Ｏ Ｐ   ４ ８ ４ 越來 越 難 聽,/bbs/Hip-Hop/M.1560141324.A.228.html
brad0625,11, 6/10,1,風子   K4ZE   Lesson   learned,/bbs/Hip-Hop/M.1560169581.A.567.html
Tim203321,3, 6/10,1,音樂   Neil   YEN 專輯 Wave   Pool,/bbs/Hip-Hop/M.1560173880.A.E3F.html
yixiang921,3, 6/06,1,音樂   TYGA     Haute   feat   Chris   Brown   J   Bal,/bbs/Hip-Hop/M.1559809445.A.267.html
js2a117573,7, 6/06,1,創作   RandyDead   Presidents   REMIX,/bbs/Hip-Hop/M.1559825774.A.EED.html
tj41233,3, 6/06,16,音樂   LC 少年 仔     feat 草屯 囝 仔,/bbs/Hip-Hop/M.1559825987.A.993.html
drosyo,5, 6/02,7,討論   求 推薦 類似 shotta   flow 的 歌,/bbs/Hip-Hop/M.1559460831.A.ADD.html
k45446123,3, 6/02,13,音樂   KenG 健志   MOJITO   FtNEOSO,/bbs/Hip-Hop/M.1559464848.A.823.html
jamiro0000,3, 6/02,7,音樂   MGK 新歌   Hollywood   Whore,/bbs/Hip-Hop/M.1559486196.A.030.html
KarlMarx,5, 6/02,23,討論   中國 新 說 唱 第二季 20 強名 單   有雷,/bbs/Hip-Hop/M.1559486343.A.A55.html
takashi01,6, 5/30,55,問題   周杰倫 怎麼 可以 這麼 神,/bbs/Hip-Hop/M.1559211719.A.7CA.html
wangtinyu,5, 5/30,18,討論   LIVE   大嘻地   x   人人 有功 練 南拳 北腿,/bbs/Hip-Hop/M.1559216924.A.8E2.html
wei821011,3, 5/30,12,音樂 BG8LOCCGhetto   Boy   Ruled   da   Wrld,/bbs/Hip-Hop/M.1559225398.A.AC1.html
tsao790504,11, 5/31,1,售   熊仔   高雄場   門票 一張,/bbs/Hip-Hop/M.1559232031.A.8AC.html
kakaloto,6, 6/13,71,問題   熊仔 明天 演唱 會   要 提早 排隊 嗎,/bbs/Hip-Hop/M.1560410946.A.A56.html
bigdickjohn,3, 6/13,6,音樂     不會樂理 也 能學 編曲,/bbs/Hip-Hop/M.1560412970.A.7D5.html
hcyOFrapper,3, 6/13,24,音樂   許時 ShiShr 聽 HIPHOP 的 孩子 ft   Brad   Lee,/bbs/Hip-Hop/M.1560434223.A.DA6.html
derder9,7, 6/13,10,創作   自己 做 的 beat,/bbs/Hip-Hop/M.1560434450.A.CAA.html
onioneggss,3, 6/06,2,音樂   人人 有功 練 阿雞 GLOJ 青春,/bbs/Hip-Hop/M.1559828571.A.48C.html
QAQ0731,5, 6/07,19,討論   嘻哈 囝 在 KTV 上架 啦,/bbs/Hip-Hop/M.1559882426.A.D5C.html
hannah439,3, 6/07,12,音樂   Jay   ParkFeng   Shui,/bbs/Hip-Hop/M.1559898827.A.4C0.html
wls520,7, 6/02,4,創作   代 PO   Lil   HowHow     Tiger   Ray 雷 老虎,/bbs/Hip-Hop/M.1559486881.A.89C.html
wlnspt,3, 6/03,17,音樂   NikeChen   feat   BR     研嘻 攻略,/bbs/Hip-Hop/M.1559498464.A.040.html
hiphop0418,7, 6/03,7,創作   林忠 旻 每日 嘻哈,/bbs/Hip-Hop/M.1559500287.A.D81.html
hy654,5, 6/03,39,討論   SMTM   8   製 作 人 名 單,/bbs/Hip-Hop/M.1559531391.A.36B.html
Tim203321,3, 5/31,1,音樂   Jessie   Reyez     6LACK     Imported,/bbs/Hip-Hop/M.1559232758.A.90E.html
demons2002,3, 5/31,8,音樂   NFThe   Search,/bbs/Hip-Hop/M.1559257708.A.DD1.html
rrrivz,3, 5/31,4,音樂   LEAKLiving   So   ItalianKanye   FtJayZ,/bbs/Hip-Hop/M.1559265983.A.70D.html
yuxds,5, 5/31,20,討論   Namewee   黃 明志 FB,/bbs/Hip-Hop/M.1559272824.A.DF5.html
abc1212050,3, 5/31,13,音樂   Denzel   Curry     ZUU   album,/bbs/Hip-Hop/M.1559280760.A.AF6.html
Sasayayaya,5, 5/31,31,討論   這個 陣容 你 給幾分,/bbs/Hip-Hop/M.1559288777.A.F0D.html
shane81004,3, 5/27,5,音樂   Asiaboy 禁藥 王藥王 回來 到,/bbs/Hip-Hop/M.1558888793.A.711.html
enjoydame,11, 5/27,2,交易 販賣 2 手 Akai   取樣機 MPC1000  ,/bbs/Hip-Hop/M.1558936993.A.62F.html
Sha1377,3, 5/27,4,音樂   派 克特 Silver   Stike 黃 宇希     nobody,/bbs/Hip-Hop/M.1558949412.A.1B0.html
yujimin,2, 5/27,16,知識   DRebound99   的 真實 身份,/bbs/Hip-Hop/M.1558960620.A.972.html
Bogeenash,11, 6/03,1,Fw   售票   MC   HotDog 熱狗 2019 廢 慾 清 演唱 會   前 10 序號,/bbs/Hip-Hop/M.1559532323.A.6E7.html
JEWH,3, 6/03,35,音樂   DRT     行頭,/bbs/Hip-Hop/M.1559537314.A.01A.html
e124939147,3, 6/03,5,音樂   庭葳 挑 一朵 雲,/bbs/Hip-Hop/M.1559552045.A.E2D.html
yujimin,3, 5/31,51,音樂   熊仔 BOWZ     假 朋友 真 兄弟 FFRH   MV,/bbs/Hip-Hop/M.1559297874.A.BC6.html
doublepp,11, 6/01,4,售票   降價 求售   929 夜貓 組闖天關 TICC,/bbs/Hip-Hop/M.1559365074.A.EAC.html
xxxluuu,11, 6/01,1,售票 夜貓 闖天關   台北 國際會議 中心,/bbs/Hip-Hop/M.1559366374.A.8F9.html
michael70920,4, 5/28,22,活動   3 小湯 Listen   up 第四季   奪下 最佳 填 詞獎,/bbs/Hip-Hop/M.1558977062.A.D58.html
likewho02,5, 5/28,29,討論   推薦 大家 去 凱悅 KTV 唱的歌,/bbs/Hip-Hop/M.1559016119.A.1CB.html
illmo,4, 5/29,19,活動   填問 卷 抽 老莫嘻哈繞 舌線 上 課,/bbs/Hip-Hop/M.1559070103.A.4B4.html
OPPOR9,4, 5/23,1,活動   南拳   北腿 台北 演唱 會   FB 留言 並標記 抽門票,/bbs/Hip-Hop/M.1558625551.A.A98.html
DADAO90,9, 5/24,3,趣味   Snoop   Dogg 大麻 創投 公司 成功 首輪 募資 4500 萬 美金,/bbs/Hip-Hop/M.1558630934.A.C87.html
mailman,3, 5/24,57,音樂   Joyner   Lucas   ft   Logic   ISIS,/bbs/Hip-Hop/M.1558632015.A.63E.html
notphate,7, 6/04,3,創作   通通 來聊 政治,/bbs/Hip-Hop/M.1559578887.A.FD7.html
oray914,1, 6/04,16,分享   熊仔上 馬 世芳 耳朵 借 我 節目,/bbs/Hip-Hop/M.1559615542.A.67B.html
tieamonk,3, 6/04,6,音樂   Lil   Nas   X     NASARATI,/bbs/Hip-Hop/M.1559626912.A.5D0.html
chunx2,3, 6/04,14,音樂   Kero   One     吳卓源 24hours   MV,/bbs/Hip-Hop/M.1559632013.A.C34.html
tree717,11, 6/01,2,Fw   售票   MC   HotDog   熱狗 2019 廢 慾 清 演唱 會,/bbs/Hip-Hop/M.1559366732.A.277.html
ToyotaPrius,3, 6/01,爆,音樂   鬼島   黃 明志   feat     大支,/bbs/Hip-Hop/M.1559390701.A.0BB.html
raymond5566,3, 6/02,4,音樂   BAO   百家 樂,/bbs/Hip-Hop/M.1559405380.A.AEE.html
joywilliamjo,5, 6/02,31,討論   這 就是 街舞   第二季   第三集   觀後感,/bbs/Hip-Hop/M.1559409337.A.D53.html
chunx2,3, 6/02,5,音樂   婁峻 碩 SHOUBLUE   SKY   MV,/bbs/Hip-Hop/M.1559410774.A.6BB.html
JIMJK,3, 5/29,12,音樂   Paloalto     DEAD   ftKid   MilliGet   It,/bbs/Hip-Hop/M.1559097605.A.8D8.html
b8454,3, 5/29,3,音樂   歐陽靖   ft 林書豪   第一 對手,/bbs/Hip-Hop/M.1559113857.A.3C2.html
alanlingod,5, 5/29,12,討論   中國 新 說 唱 第二季   第二 輪 淘汰 名 單雷,/bbs/Hip-Hop/M.1559122023.A.851.html
samluna,6, 5/29,16,問題   請問 autotune 這樣 用 能算嘻哈 嗎,/bbs/Hip-Hop/M.1559125915.A.B4F.html
huatf111,3, 5/29,6,音樂   Ty   Dolla   ign     Purple   Emoji   feat   Jc  ,/bbs/Hip-Hop/M.1559141332.A.54A.html
kalamujo,7, 5/24,4,創作   我妹 的 創作,/bbs/Hip-Hop/M.1558632583.A.F5C.html
onioneggss,9, 5/24,2,趣味   阿雞 GLOJ 談 新作 似舊 與 近況,/bbs/Hip-Hop/M.1558664465.A.375.html
rrrivz,3, 5/24,10,音樂   Young   ThugThe   London,/bbs/Hip-Hop/M.1558666066.A.300.html
ashianQQ,11, 5/24,5,限量   PONY5IBE5IBE 實體 專輯   周邊,/bbs/Hip-Hop/M.1558673889.A.B30.html
abc1212050,3, 5/24,5,音樂   Beast   Coast     Escape   From   New   York,/bbs/Hip-Hop/M.1558690733.A.3A3.html
bokaicyc,6, 5/25,34,問題   蛋頭 臉書 ig 限時 動態,/bbs/Hip-Hop/M.1558719764.A.FEE.html
a31018145,6, 5/21,29,問題   現在 去 派 對 都 流行 錄影 嗎,/bbs/Hip-Hop/M.1558373030.A.6A8.html
asd74102580,10, 5/21,9,Re   現在 去 派 對 都 流行 錄影 正常 嗎,/bbs/Hip-Hop/M.1558419517.A.F70.html
jimluvssally,4, 5/21,2,活動   政 大黑 音不誤 正業 名人 訪談 大支,/bbs/Hip-Hop/M.1558434150.A.271.html
MDFK,5, 5/21,38,討論   必聽 的 Boom   bap   求 推薦,/bbs/Hip-Hop/M.1558443933.A.99F.html
lhylhy,3, 6/04,1,音樂   Drunken   TigerI   Love   You   Too   feat   T,/bbs/Hip-Hop/M.1559638667.A.3CC.html
onioneggss,9, 6/04,2,趣味   硬地 哈利 聊阿雞 GLOJ 似舊 編曲,/bbs/Hip-Hop/M.1559639104.A.5C4.html
melody1201,3, 5/29,1,音樂   BewhY     Challan,/bbs/Hip-Hop/M.1559142727.A.E06.html
acn88205,3, 5/30,24,音樂   花蓮 高中 畢業 歌 還是 要 有 長 頸 鹿 才能,/bbs/Hip-Hop/M.1559152941.A.FB4.html
chu3665,3, 5/25,18,音樂   中正 嘻研 cypher   Dream   Team,/bbs/Hip-Hop/M.1558794895.A.EF6.html
KarlMarx,3, 5/25,2,音樂   CBLOCKKungFuPen 功夫 胖     野百合,/bbs/Hip-Hop/M.1558799188.A.BC1.html
joywilliamjo,5, 5/26,40,討論   這 就是 街舞   第二季   第二集   觀後感,/bbs/Hip-Hop/M.1558803092.A.E31.html
Ian881219,3, 5/21,10,音樂   Mac   MillerBenji   the   dog,/bbs/Hip-Hop/M.1558452396.A.1C4.html
onioneggss,4, 5/21,18,活動   人人 有功 練   南拳 北腿   台北 演唱 會,/bbs/Hip-Hop/M.1558453186.A.E1E.html
abc1212050,3, 5/22,5,音樂   Denzel   Curry     SPEEDBOAT,/bbs/Hip-Hop/M.1558516687.A.B15.html
sclbtlove,3, 5/22,7,音樂   阿雞 GLOJ 似舊 ft 武農 社區,/bbs/Hip-Hop/M.1558518881.A.133.html
hwer7850,3, 5/19,13,音樂   Jay   ParkWoo     EngineProdBy   CODE   K,/bbs/Hip-Hop/M.1558197090.A.85B.html
pan0531,5, 5/19,1,討論   這 就是 街舞 第二季,/bbs/Hip-Hop/M.1558198817.A.6D0.html
joywilliamjo,11, 5/19,17,這 就是 街舞   第二季   第一集   觀後感,/bbs/Hip-Hop/M.1558198925.A.821.html
KarlMarx,3, 5/19,3,音樂   Lil   Mosey     Bust   Down   Cartier,/bbs/Hip-Hop/M.1558223708.A.D2B.html
chunx2,3, 5/30,4,音樂   Chang   Wu     張伍   『   貓狗 對 話 』,/bbs/Hip-Hop/M.1559194798.A.AC7.html
yujimin,10, 5/30,5,Re   推薦       Wattup   Dok2   Featkim   hyu   eun,/bbs/Hip-Hop/M.1559200007.A.A3A.html
tieamonk,5, 5/26,3,討論   大 推 新人   Derek   King,/bbs/Hip-Hop/M.1558853244.A.9B2.html
rrrivz,3, 5/26,20,音樂   TylerThe   CreatorEARFQUAKE  ,/bbs/Hip-Hop/M.1558860002.A.115.html
yuxds,3, 5/26,5,音樂   謝帝 BOSS   X     JONYVAVAAudio   Only,/bbs/Hip-Hop/M.1558884018.A.E07.html
KarlMarx,5, 5/22,34,討論   中國 新 說 唱 第二季   Round   1,/bbs/Hip-Hop/M.1558522011.A.C58.html
tanp23lj,3, 5/22,7,音樂   高大 嘻研 Kiddy   XL     三重 囝,/bbs/Hip-Hop/M.1558522062.A.3CF.html
KarlMarx,5, 5/22,31,討論   驚 CDC 成都 說 唱會館 多位 成員 退出,/bbs/Hip-Hop/M.1558523425.A.0CD.html
KarlMarx,3, 5/22,5,音樂   ChrisBrownWobble   Up   ftNicki   Minaj   G,/bbs/Hip-Hop/M.1558525009.A.23B.html
chu3665,7, 5/22,14,創作   中正 嘻研     天雄 人,/bbs/Hip-Hop/M.1558536490.A.41D.html
rainnawind,3, 5/19,23,音樂   蛋堡 feat   lu1 路 壹 Cee 的 兩 首歌,/bbs/Hip-Hop/M.1558242113.A.6D2.html
yji3vu4gj4,5, 5/19,26,討論   中國 新 說 唱   60 秒 海選 正式 名單   雷,/bbs/Hip-Hop/M.1558251142.A.032.html
mailman,3, 5/19,1,音樂   DJ   KhaledJealous   ft   Chris   Brownlil  ,/bbs/Hip-Hop/M.1558255085.A.CEF.html
JamesBob,6, 5/19,5,問題   問 一位 有嘻哈 的 RAPPER,/bbs/Hip-Hop/M.1558264778.A.D3A.html
yuxds,5, 5/19,17,討論   紅花會 內戰   PGOne 出走,/bbs/Hip-Hop/M.1558274167.A.FF0.html
Ian881219,5, 5/16,3,討論   呱吉有 可能 是 金曲 評審 嗎,/bbs/Hip-Hop/M.1557939597.A.02A.html
LamentBoy,7, 5/16,1,創作   新手 學做 beat,/bbs/Hip-Hop/M.1557944373.A.0A2.html
yujimin,3, 5/16,36,音樂 BOWZ     夢中 夢 feat   宋念宇   mv,/bbs/Hip-Hop/M.1558011604.A.112.html
baby003,8, 5/23,29,新聞   3 小湯 赴 深圳 參賽,/bbs/Hip-Hop/M.1558574008.A.86A.html
a25247560,4, 5/23,36,活動   台 中 男仕 理 髮 店 想 與 各位 合作,/bbs/Hip-Hop/M.1558603006.A.DAF.html
ygv951,6, 5/23,14,問題   想 請問 這手勢 是 什麼 意思,/bbs/Hip-Hop/M.1558604375.A.873.html
shane81004,3, 5/23,30,音樂   王 水源 九月 颱 風   ft 柯蕭 KE,/bbs/Hip-Hop/M.1558610221.A.46D.html
Friend5566,6, 5/19,25,問題   問 一首 饒舌歌,/bbs/Hip-Hop/M.1558279442.A.F73.html
cheyin,3, 5/20,1,音樂   Yuna     Blank   Marquee   ftGEazy,/bbs/Hip-Hop/M.1558323771.A.62D.html
shuun2007,3, 5/20,6,音樂   KyrieJ     資事 份子,/bbs/Hip-Hop/M.1558325649.A.FA2.html
ima29,3, 5/20,爆,音樂   MC   HOTDOG   嘻哈 沒 有 派 對,/bbs/Hip-Hop/M.1558325732.A.050.html
traumaheihc,11, 5/20,9,想問 一首 在 夜店 聽過 的 饒 舌歌,/bbs/Hip-Hop/M.1558327634.A.806.html
kennyhuang44,3, 5/16,5,音樂   FR α NKIE 阿法   ToBLue     Alan     過人   C,/bbs/Hip-Hop/M.1558015251.A.6ED.html
henryhuang17,3, 5/16,3,音樂   chelmicoswitch,/bbs/Hip-Hop/M.1558020126.A.6C1.html
KarlMarx,3, 5/16,8,音樂   ScHoolboy   Q     Floating   ft   21   Savage,/bbs/Hip-Hop/M.1558020929.A.D10.html
jamiro0000,3, 5/17,4,音樂   C   JAMM   ♥ Cocaine   Love ♥   Feat   Yesc,/bbs/Hip-Hop/M.1558028689.A.595.html
BoonBo,3, 5/14,2,音樂   魯蛋 只是 個 孩子,/bbs/Hip-Hop/M.1557774906.A.D82.html
MrBlue,5, 5/14,32,討論   于耀智 分手 了,/bbs/Hip-Hop/M.1557812522.A.2BE.html
thedifficult,3, 5/23,6,音樂   While   True   建國 中學 71st 畢業 歌,/bbs/Hip-Hop/M.1558612114.A.A2C.html
abc4631023,3, 5/23,5,音樂   奎仔 MarVelMan 時空間 隙,/bbs/Hip-Hop/M.1558617003.A.F32.html
s996201,5, 5/23,6,討論   華語 說 唱 屆 的 傳奇   MC   HotDog 熱狗,/bbs/Hip-Hop/M.1558621109.A.635.html
guitarcho,6, 5/20,48,問題     請益 推薦 的 男女 饒舌 hook 搭配 的 歌曲,/bbs/Hip-Hop/M.1558336933.A.FF5.html
qwtl0213,11, 5/20,3,中文 翻譯     Kendrick   Lamar   Mortal   Man,/bbs/Hip-Hop/M.1558344420.A.9E3.html
